articleID,snippet,topic
5a9407c510f40f00018c3111,"Xi Jinping’s grab for power without term limits is the biggest move yet in a global shift by Putin, Erdogan and others toward unabashed authoritarianism.",Leisure
5a94000e10f40f00018c3101,"The chancellor’s Christian Democrats elected Annegret Kramp-Karrenbauer as party general secretary, a signal that the Merkel era is nearing its end.",Culture/Education
5a93fb9110f40f00018c30f3,"The binary here is a little dramatic, sure, but the lesson is crucial: If you don’t love it, don’t do it.",Leisure
5a93f5fd10f40f00018c30e7,"He may not be competing as an athlete, but for Doug Mills, the Winter Games are still a grueling marathon of nonstop physical exertion.",Culture/Education
5a93f59110f40f00018c30e5,"Boiled down, the philosophy is a blueprint for consolidating and strengthening power at three levels: the nation, the party and Mr. Xi himself.",Gun Crimes
5a93e8c410f40f00018c30b5,"As New York considers congestion pricing, the systems used in London, Singapore and Stockholm could provide a valuable road map.",Politics
5a93e8c210f40f00018c30b4,Public health experts worry about the effects of “fat acceptance” on well-being and the costs of chronic weight-related ailments.,Entertainment
5a93e8bc10f40f00018c30b3,"Monday: the reflections of a photojournalist, clearer weather and the anniversary of the 1993 World Trade Center bombing.",International
5a93e8bb10f40f00018c30b2,I mourn the fact that I cannot reach into my pocket and tap my phone and see my daughter in action when she was 3.,Entertainment
5a93e83910f40f00018c30b1,"The White House is accelerating plans to move diplomatic staff members to Jerusalem, with a small office to be set up in time for the 70th anniversary of the creation of the state of Israel, in May.",NYC
5a93e54b10f40f00018c30a9,"To the misogynist, the most terrifying thing imaginable is a woman with power, her own voice and her own life.",Culture/Education
5a93e54910f40f00018c30a8,"Maybe heroism can’t be taught, but preparedness certainly can be. Every teacher should have training for a school shooting like mine did.",International
5a93e1b010f40f00018c309a,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",Politics
5a93dad610f40f00018c3086,"The vast coastal county of Cornwall, England, had a profound effect on the future writing of the impressionable young girl who would become a literary star.",Entertainment
5a93dacc10f40f00018c3084,Furnishing a child’s room offers adults the chance to play with colors and shapes — especially when it comes to statement-making chairs.,Culture/Education
5a93dac710f40f00018c3082,"The Europeans are creating an add-on agreement that would extend the existing deal with tighter restrictions, hoping that it will satisfy President Trump.",Leisure
5a93dac510f40f00018c3081,A group of people in their 20s discussed retirement (some expect to continue working) and their financial plans (some lack direction and employee benefits).,Art
5a93dac310f40f00018c307e,"The hope was that they would naturally eat the right amount, and that fewer would be overweight, but a study didn’t support that.",Social Issues
5a93dac410f40f00018c3080,An inquiry into why research on the nature of dogs gets so much attention raises the question of whether there are actually more studies of dogs.,International
5a93dab710f40f00018c307d,"The next big debate in gerrymandering may be whether nonpartisan maps should strive for partisan symmetry, or whether they should try to avoid political considerations altogether. ",Social Media
5a93daaf10f40f00018c307c,"Last year, Democrats and Republicans alike agreed that if anyone could bring order to the Trump administration, it was the retired four-star Marine general. Were they wrong?",Elections
5a93cccc10f40f00018c3062,"""Bubble Beirut” presents an up close and personal look at the lives of the city’s untouchables.",Social Media
5a93bf4110f40f00018c304c,"What opportunities and challenges lie ahead for North Korea, South Korea and the United States?",Art
5a93be9f10f40f00018c3048,"State lawmakers created new college programs focused on Western thinkers, drawing the ire of longtime faculty members who called the courses unnecessary.",Culture/Education
5a93bea110f40f00018c3049,"In West Virginia, the name of Don Blankenship, former head of Massey Energy, can evoke hopes for bygone prosperity or the anguish of a deadly disaster.",Elections
5a93b0f910f40f00018c302e,Why do you think people sometimes have difficulty being proud of what they have accomplished?,Art
5a93b0ca10f40f00018c302d,Researchers in The Hague will use technology borrowed from medicine to find the answers to lingering questions about Vermeer’s 1665 masterpiece.,Entertainment
5a93987010f40f00018c2ffd,"The film and television studio has been struggling in the wake of sexual misconduct allegations against Harvey Weinstein, its co-owner.",Social Media
5a9396c210f40f00018c2ff8,On the return of ‘The Boys in the Band’ and why it matters more than ever.,Politics
5a937d9e10f40f00018c2fc8,The series returned from its midwinter break with the most affecting moment of the season so far.,Leisure
5a93784510f40f00018c2fc5,"In “Fair Shot,” the entrepreneur considers the role luck played in his career, and how to make life more just for everyone.",International
5a93783d10f40f00018c2fc4,"Until now, Greg came across as a sort of living Op-Ed page. This week we got a more sensitive look into his existential crisis.",Politics
5a93675a10f40f00018c2fb9,We have long venerated the gun and valorized its usage.,Culture/Education
5a93641a10f40f00018c2fb4,"As calls for gun bans intensify after the Parkland shooting, some sellers proudly display AR-15 semiautomatic rifles but say they support some limits.",Politics
5a9362b010f40f00018c2fb2,The need to recharge its economy gives the kingdom new reasons to make common cause with China and Russia — overtures Washington is willing to accept.,Politics
5a93622410f40f00018c2fb1,"The campus in Parkland, Fla., where 17 people were killed, reopened on Sunday for students and their families to retrieve belongings, reunite with friends and brace themselves for classes to resume.",Elections
5a935d5f10f40f00018c2fab,It’s hard to know what to do when age brings a faithful companion so much fear and suffering.,Social Media
5a935c8910f40f00018c2faa,"Progressives don’t vote as often as conservatives do, which makes turnout the biggest opportunity for the new progressive movement.",Leisure
5a93528810f40f00018c2f9b,"Lawmakers have no clear consensus on even incremental changes to gun restrictions, let alone more sweeping legislation.",Culture/Education
5a9351aa10f40f00018c2f98,"More patients can be treated at home or in doctors’ offices, and that’s a good thing.",International
5a934cf110f40f00018c2f8f,"Businesses are buying back stock to boost prices, giving dividends and pursuing mergers, not raising wages.",Culture/Education
5a934c6d10f40f00018c2f8e,"A call between President Enrique Peña Nieto and President Trump descended into a quarrel over the wall, a topic that is fraying relations and blocking progress on vital issues.",Social Issues
5a93447110f40f00018c2f86,"Cryptocurrencies and blockchain were meant to be great equalizers. Instead, women are finding that the gold rush is already stacked against them.",Gun Crimes
5a933ffa10f40f00018c2f7d,Andrea Carla Michaels and Mark Diehl collaborate on a life lesson.,Entertainment
5a933ff810f40f00018c2f7c,Taking sidewalk courtesy to the extreme.,Social Media
5a933be110f40f00018c2f76,"France is screening migrants before they take a perilous trip across the Mediterranean. A few get a plane ticket. For everyone else, the message is: Stay home.",Social Issues
5a93161b10f40f00018c2f3e,"An emerging field, digital phenotyping, tries to assess people’s well-being based on their interactions with digital devices.",Culture/Education
5a93146a10f40f00018c2f3b,A coordinated push by some of the right’s biggest contributors has paved the way for a Supreme Court decision that could cripple public-sector unions.,Social Media
5a92d66e10f40f00018c2ed8,"Penne alla vodka, Sri Lankan-style dal or egg drop soup: Make dinner count in the days ahead.",International
5a92894810f40f00018c2e7e,Recent residential sales in New York City and the region.,Art
5a92893010f40f00018c2e7c,We talked to the creators of four children’s books that depict forgotten figures from black history or find new meaning in familiar ones.,NYC
5a9283c010f40f00018c2e76,"The Communist Party has proposed revising the Constitution to end a two-term limit, which would let Xi Jinping remain president, perhaps indefinitely.",Leisure
5a91ee7810f40f00018c2dd9,"Will Nediger reduces and reuses, and requires some cerebral juggling to solve his puzzle.",Elections
5a91d3ff10f40f00018c2db6,House Democrats made public a heavily redacted memo that was drafted to counter Republican claims of surveillance abuses against a former Trump campaign aide.,Leisure
5a91c40910f40f00018c2da8,One thing I have learned is that the rules for life are different from the rules for sports.,NYC
5a91c31910f40f00018c2da5,"State and local governments should pass laws to protect facilities that help curb overdose deaths, in the face of the Trump administration’s threats.",Elections
5a91c03a10f40f00018c2da1,A grim reptilian fable about a leader who’s not able.,NYC
5a91bd5610f40f00018c2d98,Her illness essentially doubled my wardrobe. I obviously had mixed feelings about that.,Culture/Education
5a91bd5410f40f00018c2d97,The curiosity that Steven Pinker’s vision of enlightenment leaves out.,NYC
5a91bd4e10f40f00018c2d94,"We need to free boys from shame, and teach them that masculinity isn’t about domination.",Elections
5a91b0e310f40f00018c2d85,"President Trump and his aides point out that he has not been implicated by any of the charges in the Russia inquiry led by the special counsel Robert S. Mueller III. Yet the investigation seems to be leading to a larger, as yet undefined, goal.",Politics
5a91ac1a10f40f00018c2d7e,"Gov. Andrew Cuomo has reinterpreted an executive directive, enabling him to receive about $890,000 from people he has appointed to state boards.",Politics
5a919a1810f40f00018c2d5f,Sam Ezersky almost spells my zealots maskers.,Leisure
5a91951a10f40f00018c2d51,The group is often perceived by opponents as bankrolling its preferred candidates. But its influence is derived from a muscular electioneering machine.,International
5a91948510f40f00018c2d50,A special Times collaboration with New Orleans’ NOLA.com | The Times-Picayune on the environmental threat to the Gulf Coast took nearly a year to put together.,NYC
5a91828a10f40f00018c2d30,"The economics of the euro were as bad as expected, but it has proved politically durable.",Culture/Education
5a917e0e10f40f00018c2d28,What can be done about the snoring noises that can be heard from another apartment?,Culture/Education
5a916c1610f40f00018c2d14,Conspiracy theories about the Florida school shooting are part of a long history of genuine activism being dismissed as the work of paid agitators.,Elections
5a9153c810f40f00018c2cfa,Silicon Valley wants to save cities. What could go wrong?,Elections
5a9145d910f40f00018c2ce6,"Basically written off by many of his publishing peers when he left Random House nine years ago, Mr. Rubin is back on top with Henry Holt. The reason? A certain book about the White House.",Social Media
5a9145d410f40f00018c2ce4,"In her directorial debut, “Half Magic,” women fight misogyny in Hollywood with witchcraft.",Gun Crimes
5a9137b610f40f00018c2cd0,"The zone is ground zero of a once-and-possibly-future war with North Korea, and visiting it comes with a sense of marvel and menace. ",Culture/Education
5a9137b210f40f00018c2cce,"After a historic performance at the Olympics, some Norwegians fret that they dominate their favorite sport so much that they are ruining it.",Art
5a90da4d10f40f00018c2c5f,America failed to win the war. But Saigon fell because its government failed to unite its people.,Gun Crimes
5a90d53910f40f00018c2c57,"In the criminal justice system, there are difficult puzzles. This one is by John Guzzetta.",Leisure
5a90c91b10f40f00018c2c47,The year the Show Me State saw too much.,Culture/Education
5a90c32910f40f00018c2c42,There’s a reason Israel’s prime minister has endured.,Leisure
5a90bd3710f40f00018c2c3b,Australians are scared of guns. Americans love them.,International
5a90b24f10f40f00018c2c2e,The sublime uprightness of black hair in its natural state has returned as a symbol of political consciousness.,Elections
5a90a7e510f40f00018c2c1d,The president should seize the opportunity proposed by his defense secretary to reverse the cruel ban he unveiled on Twitter last summer.,Politics
5a90791810f40f00018c2b9e,We want to know more about our readers. Tell us about one thing in your life you’re super proud of.,Social Issues
5a9072da10f40f00018c2b87,Adaptations of Broadway musicals to be performed by middle and high school students are becoming an increasingly important revenue stream for theater producers.,Gun Crimes
5a90598410f40f00018c2b37,I’m a congressman who was in the Army. I know how lethal these weapons are because I used them in combat.,Politics
5a9055d910f40f00018c2b2b,"City dwellers who decamp to the suburbs want to believe that they won’t be that far from the city, but commuting realities often prove them wrong.",Culture/Education
5a9050b810f40f00018c2b1c,The State Department is reviewing whether the offer by Sheldon Adelson to donate up to an estimated $500 million is legal.,Culture/Education
5a90501410f40f00018c2b15,"One of two local news sites shuttered by their billionaire owner is being revived by New York’s public radio station, but the other, DNAinfo, will stay dark.",Culture/Education
5a904ed110f40f00018c2b13,The Chinese government’s move to tame an ambitious global deal maker reflects an official willingness to finally curb the country’s addiction to borrowing.,Leisure
5a904bc110f40f00018c2b03,"A big deposit from the I.R.S. unexpectedly shows up in your bank account. What should you do? First off, don’t spend it. You may be a victim of identity fraud.",Elections
5a90494210f40f00018c2afb,Calling home cooks everywhere: It’s time to get acquainted with the adorable and versatile quarter-sheet pan.,International
5a90455b10f40f00018c2aea,The state’s governor and Republican leaders proposed on Friday the most significant move toward gun control in Florida in decades.,Art
5a903ed510f40f00018c2ac8,Colleges should stop trivializing the transmission of knowledge.,Elections
5a9038e110f40f00018c2aad,"Made with ground lamb, this version of a beloved dish is spiced with cumin, coriander, cinnamon and a touch of cayenne.",Art
5a902a4e10f40f00018c2a69,"The action was a clear signal, near the end of an Olympic Games marked by a rapprochement on the Korean Peninsula, that his pressure campaign would not let up.",Art
5a90267b10f40f00018c2a61,"The plea deal could be a sign that Mr. Gates plans to share incriminating information against Paul Manafort, the former Trump campaign chairman, or other members of the campaign.",Culture/Education
5a90259b10f40f00018c2a5e,"Gary Barnett, the developer behind Manhattan’s most expensive tower, is starting his first project in Downtown Brooklyn, complete with rooftop pool.",Culture/Education
5a901e0a10f40f00018c2a41,"Friday: Candidates for governor spar in San Diego, a powerful state senator resigns, and a Riverside County native nabs ice hockey gold.",Politics
5a901d9710f40f00018c2a40,"With only six queens left and the skill gaps narrowing, the next contestant to eliminate becomes less clear.",Culture/Education
5a9013e110f40f00018c2a22,Meet the people who gather for the extravaganza known as the Bronner Bros. show in Atlanta.,Entertainment
5a900bd210f40f00018c2a0f,"Despite the country being barred from the Winter Games, Russian athletes and fans showed up and had a good time.",International
5a8ffb8f10f40f00018c29de,"President Trump has focused on mental health, rather than weapons, after the mass shooting in Florida. But mental illness is rarely the cause of gun violence.",International
5a8ff97010f40f00018c29d6,Nadezhda Sergeeva is the second Russian athlete at the Games to test positive for a banned substance. Will Russia get its flag back now?,International
5a8ff85e10f40f00018c29d1,"Team U.S.A. won Olympic gold in women’s hockey for the first time since 1998. For the players, this was about more than their sport.",Gun Crimes
5a8ff44b10f40f00018c29c2,"Friday: The Worst Commute of the Week award, wet weather and a slew of film festivals.",Entertainment
5a8ff44610f40f00018c29c0,A reader asks: Can you get sick just from sitting in an overly air-conditioned room or going out without a jacket? Or do you need to actually catch a virus?,Culture/Education
5a8ff44210f40f00018c29bf,"Missy possesses an openness, a willingness to dive right in and live in the moment, while I find it hard to get out of my own head.",Gun Crimes
5a8ff15710f40f00018c29ba,"Cross-country skiers require, on average, more daily calories than any other type of athlete. But the constant need to eat can take over their lives.",Elections
5a8ff0cc10f40f00018c29b8,"Someday, hopefully, we can undo this president’s corruption.",Culture/Education
5a8ff0cc10f40f00018c29b7,My eyesight is in jeopardy. But I see some things more clearly than ever.,Elections
5a8ff0cb10f40f00018c29b6,The terrible compromises of serving Trump.,Social Issues
5a8fed3d10f40f00018c29ac,"A filmmaker celebrates the discovery of the coelacanth, the fossil-like fish time left behind.",Social Issues
5a8fe6c810f40f00018c2991,"Once you have decided it’s time to move out of the city, how do you figure out which suburb will suit you best?",Gun Crimes
5a8fe66c10f40f00018c2990,"On remote islands off the coast of Maine, small bands of residents stay through the long winter. They embrace the emptiness and a frontier sensibility.",Social Media
5a8fe66b10f40f00018c298f,"To understand the wild swings on Wall Street, consider a farm town, a long drought and the cost of flood insurance.",Culture/Education
5a8fe65c10f40f00018c2985,"“Maybe bullying isn’t that bad after all,” Noah said of the Florida senator’s grilling over gun control by students from Marjory Stoneman Douglas High School.",Culture/Education
5a8fe63410f40f00018c2971,How would you feel if you knew some adults in your school were carrying concealed weapons?,Entertainment
5a8fe25c10f40f00018c2969,"A speech in New Delhi was to focus on “Indo-Pacific” ties. After criticism about mixing profit and policy, it became a chat about business and family.",Culture/Education
5a8fca2d10f40f00018c2934,The unemployment rate for black workers hit its lowest point on record recently. But even a strong labor market has limits in spreading opportunity widely.,Culture/Education
5a8fca0a10f40f00018c2933,"Manlio Fabio Beltrones has been implicated in a far-reaching graft investigation, according to documents and testimony reviewed by The New York Times.",Social Media
5a8fca0910f40f00018c2932,What do you think this image is saying?,Politics
5a8fc68610f40f00018c2927,"A shopping ban may sound impossible, or only for people who can already afford to live lean, but with the right rules, you can do it too.",Culture/Education
5a8fa11d10f40f00018c28d4,"Thank you for your service, Marie Kondo. Meet Eiko. In her new book, a mega-seller in Japan, this yoga teacher says even the stiffest people can do the splits.",Gun Crimes
5a8f9c6310f40f00018c28c6,"The authorities say Kavous Seyed Emami, a prominent environmentalist, committed suicide in prison. His wife and sons doubt that, and are demanding answers.",Elections
5a8f9b4c10f40f00018c28c4,A revision of the United States Citizenship and Immigration Services mission statement omits the phrase “nation of immigrants.”,Leisure
5a8f975510f40f00018c28bc,"This divinely wrought, beautifully sung New Group production finds compassion within a very relevant satire.",Culture/Education
5a8f83c410f40f00018c28a1,Trenton Charlson starts our solving weekend.,NYC
5a8f82bf10f40f00018c28a0,Last week’s school massacre in Florida set the well-worn machinery of America’s gun debate in motion. But angry students injected new passion into a stale fight.,International
5a8f7bb310f40f00018c2893,The troubled Chinese company had spent billions of dollars buying up hotels and other high-profile properties around the world.,International
5a8f7b5710f40f00018c2892,Steven Pinker is what we need now.,Art
5a8f64ec10f40f00018c286e,Even police officers often fail to hit their target when they shoot. How much worse would such an unintended consequence be in a crowded school?,Entertainment
5a8f595610f40f00018c285c,"In a showdown between two Russians, Zagitova beat out Evgenia Medvedeva to win the gold medal. The Americans finished no higher than ninth, their worst collective performance in an Olympics.",Elections
5a8f586610f40f00018c285a,America’s gun madness is part of an assault on the very idea of community.,Social Media
5a8f572010f40f00018c2856,"Mr. Feinberg was accused of sexually abusing a female student in the late 1990s. An investigation found the claim credible, though he has denied it.",Gun Crimes
5a8f533b10f40f00018c2848,"The best teenage comments from last week’s writing prompts, and an invitation to join the conversation this week.",International
5a8f4c0510f40f00018c2832,"You say you want a revolution? You won’t find it in “Songs for Sabotage,” which keeps its political voice low and its money on well-made art.",Gun Crimes
5a8f4b7710f40f00018c2831,Seeking a connection when a familiar sense of dread starts to rise.,Culture/Education
5a8f449710f40f00018c2822,"The indictment comes weeks after Mr. Greitens, a first-term Republican, acknowledged an extramarital affair before he took office.",International
5a8f3ba710f40f00018c2802,"The charges do not involve President Trump or his campaign, but they compound the legal problems for Mr. Manafort, his former campaign chairman.",International
5a8f2b2c10f40f00018c27e0,He understood that the ends to which science could be used were forever bound up with the moral choices of its practitioners.,International
5a8f215a10f40f00018c27cb,President Emmanuel Macron wants to make it faster and easier to expel migrants who are rejected for asylum. But critics say his new law would go too far.,Culture/Education
5a8f210a10f40f00018c27c9,Workers in a small Illinois town are worried that a Supreme Court decision curbing union power would hurt their community.,Art
5a8f1fe510f40f00018c27c7,"The indictment of Richard Walker was the latest against Nassau County officials, including Edward P. Mangano, the former county executive.",Politics
5a8f0b5d10f40f00018c2797,An inspiring — and teachable — list of the fascinating connections made by the student-winners of a recent Learning Network challenge.,Social Issues
5a8f011010f40f00018c2769,"Russian winners at these Games will hear the unfamiliar Olympic hymn, from 1896, on the medal stand, rather than their national anthem, a penalty for the country’s doping scandal.",International
5a8efb2810f40f00018c2758,The debate over whether Russia gets its flag for the closing ceremony is delaying talk about a more substantive issue: Russian athletes are still doping.,International
5a8ef86310f40f00018c274f,Much of what I learned in the Army is horrifyingly relevant in the classroom.,Elections
5a8ef0a610f40f00018c272f,"Audiences love the classic songs. And producers love filling seats. But in this #MeToo moment, what to make of musicals like “My Fair Lady” and “Carousel”?",Politics
5a8eea9e10f40f00018c271a,"There is an odd magic at work at the Sheepshead Bay, Brooklyn restaurant, where the food grows increasingly rich as the meal goes on.",Social Issues
5a8ed40910f40f00018c26c2,The best and worst commutes in the nation.,Elections
5a8ece4010f40f00018c26aa,Sarah Blesener documented 10 programs that teach patriotic values and military skills to American children and teenagers.,Culture/Education
5a8ecd4e10f40f00018c26a8,"This week’s properties include a six-bedroom in Islip, N.Y., and a five-bedroom in Colts Neck, N.J.",International
5a8ecd4b10f40f00018c26a7,"This week’s properties are in Park Slope, Brooklyn, in Clinton and Chelsea.",International
5a8ecafe10f40f00018c269d,"Thursday: A man who sold marijuana to celebrities hopes Compton will reconsider its ban, a school shooting threat in Whittier, and a new road map to weight loss.",Politics
5a8ec1a510f40f00018c2684,"President Trump promoted arming specially trained teachers to fend off school shooters, but rejected active-shooter drills to survive a rampage.",Gun Crimes
5a8eb0e810f40f00018c2656,The love story between Sally Hawkins’s character and amphibian man is part of a grand tradition of cinematic human-monster romances. Here are a few more suitors to consider.,Politics
5a8eaa5710f40f00018c263d,"I had a rare and dangerous type of ectopic pregnancy, in which the embryo implanted on the scar of a previous cesarean section.",NYC
5a8ea35d10f40f00018c2627,"Demands for gun restrictions have followed one mass shooting after another, but little has changed. This time, the students who survived are leading the charge.",International
5a8ea2e510f40f00018c2626,Believing in your healthful habits is a healthful habit in itself.,International
5a8ea2de10f40f00018c2624,"Going to sleep within two hours of eating dinner and snacking after dinner were also associated with obesity, but skipping breakfast was not.",Elections
5a8ea2d510f40f00018c2623,"Thursday: The 19th-century woman who desegregated New York City’s public transit, colder weather, and Beer Week.",Culture/Education
5a8e9f4910f40f00018c261a,Journalism under the siege of the perpetually enraged reader.,NYC
5a8e94ee10f40f00018c25f8,"The gastronomic scene has been growing by leaps and bounds. And then, both within and beyond the city’s boundaries, there’s the wine: malbecs, torrontés and more.",Gun Crimes
5a8e94dc10f40f00018c25f4,"For cities fearing an undercount, the 2020 census has already started.",International
5a8e94d610f40f00018c25f3,Short on space in Manhattan — and planning a family — they made the leap to the suburbs. But owning a house presented its own challenges.,International
5a8e94c610f40f00018c25ee,"One reason for the evictions, legal advocates say, is that the residents’ better-paying Medicare coverage is ending and will be replaced by Medicaid.",Elections
5a8e94aa10f40f00018c25eb,An attitude that feels thrilling in one era may well wind up feeling like everything wrong with the next.,Elections
5a8e94b810f40f00018c25ec,Should a job seeker forswear an unfair system at the cost of not getting the job?,Social Media
5a8e930e10f40f00018c25e1,"Kimmel asked, “Do you really think these kids, these teenagers who spoke out after a shooting at their school, are actors?”",Gun Crimes
5a8e8e1b10f40f00018c25d5,"Concern about the self-governing island’s fate seems to be building in Washington, even as President Trump seeks China’s help on other issues.",International
5a8e8c8210f40f00018c25d2,"The American, who won gold when the sport debuted at the 2014 Games, was joined on the podium by his countryman Alex Ferreira. Nico Porteous of New Zealand took bronze.",Gun Crimes
5a8e86cb10f40f00018c25c0,Why is it far easier to build a bot than to kill one on most social media platforms?,Culture/Education
5a8e788d10f40f00018c25a5,What is the most unusual food you have ever eaten?,Social Issues
5a8e751b10f40f00018c259d,"We’ve compiled free, low-cost, reversible and take-it-with-you changes renters can make in their homes to save on their heating bills.",Culture/Education
5a8e4e8310f40f00018c253e,"Many Olympic spectators, particularly those from Japan and South Korea, have been waving the national flags of other competitors at figure skating events.",Culture/Education
5a8e3e3210f40f00018c2528,Senator Rubio and a spokeswoman for the N.R.A. were repeatedly heckled at a nationally televised forum after they refused to back new measures.,Art
5a8e323710f40f00018c2517,Zhouqin Burnikel gets us all turned around.,International
5a8e2f8610f40f00018c2513,"NRATV, the organization’s online video channel, has become a little-noticed but vital forum for the dissemination of some of the most strident pro-gun messaging in politics.",Politics
5a8e2ed410f40f00018c2510,A terrific revival of this master playwright’s double bill of “Homelife” and “The Zoo Story” proves that there was nowhere he would not go.,Politics
5a8e29cd10f40f00018c2506,"Jocelyne Lamoureux-Davidson scored the winning goal in a shootout to give the United States a 3-2 victory against Canada, the four-time defending Olympic champion.",Art
5a8e27eb10f40f00018c2502,The enablers of President Bashar al-Assad deserve scorn in light of this week’s slaughter in Ghouta.,Art
5a8e264410f40f00018c24fe,"Administration officials say that Ivanka Trump could smooth some of the tensions that flared during the vice president’s visit, even if they insist that is not the purpose of her trip.",Culture/Education
5a8e22a710f40f00018c24f6,"Donald Trump: Finally, some good news for James Buchanan.",International
5a8e163310f40f00018c24dc,"More than 200 people have been killed during an intense bombardment in eastern Ghouta, and underground shelters are filling up with fleeing residents.",Gun Crimes
5a8e10de10f40f00018c24d8,"Fifteen years after a college student was found shot five times in a quiet Brooklyn neighborhood, the circumstances of his death remain muddled. And a man convicted in the killing remains in limbo.",NYC
5a8e099a10f40f00018c24c1,"A new candidate was needed after the White House withdrew its previous nominee, who had drawn criticism for calling carbon dioxide the “gas of life.”",NYC
5a8e040a10f40f00018c24ad,"The user who posted the video, “mike m.,” stands by his baseless theory that a student at the school is really an actor. And he says he’s “not going to stop.”",NYC
5a8df9f710f40f00018c2496,Getting a little help consoling a cranky 2-year-old,Elections
5a8df36e10f40f00018c2481,They seemed not to believe that they would be allowed to strive for partisan balance in addressing Republican gerrymandering. ,Entertainment
5a8ded3510f40f00018c246d,"The carmaker declined to elaborate on what led to the departure of Raj Nair, who had been with the company for three decades and had led its North American operations since June.",Entertainment
5a8de57210f40f00018c245d,"What do America’s mass shootings have in common? Guns, yes. But also, boys.",Culture/Education
5a8ddd8f10f40f00018c2446,Election officials have insisted that machines can’t be remotely compromised because they’re not “connected to the internet.” But security experts point out crucial ways in which they are.,Culture/Education
5a8dd07310f40f00018c241e,People with invasive pneumococcal disease were 62 percent more likely to be using opioids.,Art
5a8dd05110f40f00018c241d,"The more often people worked nights, the more likely they were to have Type 2 diabetes.",Art
5a8dd02010f40f00018c241b,"The Facebook co-founder’s rise was meteoric. He argues that the same forces that helped him succeed have made it harder for others. In a new book, “Fair Shot,” he proposes a bold solution.",Politics
5a8dc1ef10f40f00018c23ee,"Astronomers rarely see the beginnings of these explosions, but an Argentine amateur’s lucky picture helped them study the start of a massive star’s violent death.",Entertainment
5a8dbc2110f40f00018c23d8,"A week after a shooting killed 17 at their high school, students were lobbying state lawmakers to strengthen gun control, and meeting with resistance.",Culture/Education
5a8dba7310f40f00018c23d3,"How Natasha Singer, a tech reporter at The Times, uses tech when she chronicles the industry’s effect on education, privacy and our health.",Art
5a8db18010f40f00018c23bb,"An afternoon listening session in the State Dining Room included those affected by school shootings in Parkland, Fla.; Littleton, Colo.; and Newtown, Conn.",Culture/Education
5a8da36310f40f00018c2393,"The aide, Shlomo Filber, could support the most damning charge of favors to an Israeli communications giant in exchange for fawning news coverage.",Culture/Education
5a8d8bf810f40f00018c2349,It can be tempting to hook up everything you love to the internet. But take a moment to appreciate some of the objects that can remain unplugged.,Elections
5a8d898e10f40f00018c233b,Our film critic rewatched key films by the auteur to see if they held up in the #MeToo moment. He came to surprising conclusions.,International
5a8d827110f40f00018c2324,"Until recently, the housing market in France was sluggish, but now it’s starting to pick up, especially in popular areas like Provence.",Culture/Education
5a8d7bce10f40f00018c2309,"Wednesday: Eso Won Books preserves its identity decades after opening, a state gun law stands, and cold weather sends a chill through the state.",Politics
5a8d7bb610f40f00018c2308,"A Tudor-style house in Providence, a condominium in a renovated church in Denver and a 1930 Spanish colonial in Tucson.",Entertainment
5a8d7b7710f40f00018c2305,"A new study could help make the case for treating flamingos as Florida natives, which could entitle them to certain protections in the state.",Art
5a8d74e010f40f00018c22e3,"Mr. Graham spread the Gospel around the world through a combination of religious conviction, commanding stage presence and shrewd use of advanced communication technologies.",Social Issues
5a8d746110f40f00018c22e0,"In this lesson, students learn more about the immigrants affected, evaluate the policy proposals and explore ways to get their voices heard.",Culture/Education
5a8d5f8410f40f00018c22af,"Maribel Vinson, a three-time Olympian and renowned coach, had another distinction that is almost forgotten: She was the first female sportswriter at The New York Times.",Social Issues
5a8d514b10f40f00018c228b,"Wednesday: Fading advertisements, record temperatures expected, and the murder of Malcolm X.",Politics
5a8d514610f40f00018c2289,"Broadly defined, sexual harassment is surprisingly pervasive, a new survey finds, and men are targets, too.",International
5a8d513f10f40f00018c2288,"Stress weakens the brain’s ability to learn and retain information, but exercise may counteract those effects by bolstering communication between brain cells.",NYC
5a8d513a10f40f00018c2287,I waited to draw up a social media contract for my 9-year-old until I could see where the trouble spots were. I found them fast.,Politics
5a8d4dc310f40f00018c2281,The Russian email hacking mattered. Their troll army is a phantom menace.,Social Media
5a8d4dbf10f40f00018c227f,The novel that rocked your world when you were 15 may leave you baffled and disinterested 30 years later.,Leisure
5a8d4ae810f40f00018c2273,"“It’s peak snow crab season right now,” the noted chef David Chang said. “I don’t know if people understand.” Our correspondent knew that, and much more.",NYC
5a8d49f510f40f00018c2270,"Kikkan Randall and Jessie Diggins won gold in the women’s team sprint freestyle, the first U.S. medal in cross country since 1976.",Leisure
5a8d45d110f40f00018c2266,"President Trump and Prime Minister Malcolm Turnbull, whose relationship got off to a rough start a year ago, will meet at the White House with much to discuss.",Culture/Education
5a8d436210f40f00018c2258,"Next to Apple’s iOS and Google’s Android, Amazon’s voice assistant may be turning into the third great consumer computing platform of our era.",International
5a8d436810f40f00018c225b,"Hotels, shops, bars, restaurants — dogs are welcomed warmly just about everywhere. For Pip (a.k.a. Pierre), the prancing was never better.",International
5a8d436110f40f00018c2257,"From “Lady Bird” to “Three Tall Women” to a revival of “Roseanne,” the 62-year-old actress is finally showing off the extent of her range.",Politics
